Test UID,Components in mixtures,Components that differ,% mixture overlap,Stimulus dilution,Answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subject 1,subject 2,subject 3,subject 4,subject 5,subject 6,subject 7,subject 8,subject 9,subject 10,subject 11,subject 12,subject 13,subject 14,subject 15,subject 16,subject 17,subject 18,subject 19,subject 20,subject 21,subject 22,subject 23,subject 24,subject 25,subject 26
181,20,10,50,not diluted,wrong,butanal,methyl butanoate,gamma-valerolactone,pentan-2-ol,ethyl hexanoate,undecanal,l-menthol,2-methylpropanoic acid,butyl acetate,dimethyl benzyl carbinyl butyrate,nonyl acetate,thiophene,butyl sulfide,alpha-pinene,cuminic aldehyde,thymol,ethyl benzoate,ethyl octanoate,decanoic acid,4-pentenoic acid,,,,,,,,,,,wrong,wrong,wrong,wrong,wrong,right,wrong,right,right,wrong,wrong,wrong,wrong,right,right,wrong,wrong,right,right,right,right,right,wrong,right,right,right
181,20,10,50,1/4,right,butanal,methyl butanoate,gamma-valerolactone,pentan-2-ol,ethyl hexanoate,undecanal,l-menthol,2-methylpropanoic acid,butyl acetate,dimethyl benzyl carbinyl butyrate,hexyl hexanoate,gamma-nonalactone,pentanoic acid,limonene,caryophyllene,guaiacol,4-methyl anisole,hexan-3-one,propan-2-one,propyl sulfide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,20,10,50,1/4,wrong,butane-2-thiol,acetaldehyde,decanoic acid,eugenol,butanoic acid,p-cresol,ethyl benzoate,2-oxopropanoic acid,diethyl butanedioate,ethyl formate,indole,propyl sulfide,p-cresyl acetate,acetic acid, 1-Isopropyl-4-methylbenzene,gamma-undecalactone,4-Methyl-3-penten-2-one,2-hydroxypropanoic acid,decan-2-one,ethyl propionate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,20,10,50,not diluted,wrong,butane-2-thiol,acetaldehyde,decanoic acid,eugenol,butanoic acid,p-cresol,ethyl benzoate,2-oxopropanoic acid,diethyl butanedioate,ethyl formate,indole,propyl sulfide,p-cresyl acetate,acetic acid, 1-Isopropyl-4-methylbenzene,gamma-undecalactone,4-Methyl-3-penten-2-one,2-hydroxypropanoic acid,decan-2-one,ethyl propionate,,,,,,,,,,,right,wrong,right,wrong,wrong,right,wrong,right,right,right,wrong,right,wrong,right,right,wrong,right,right,wrong,right,right,right,right,right,right,right
192,20,10,50,1/2,right,butane-2-thiol,acetaldehyde,decanoic acid,eugenol,butanoic acid,p-cresol,ethyl benzoate,2-oxopropanoic acid,diethyl butanedioate,ethyl formate,hexyl hexanoate,methyl octanoate,strawberry aldehyde,phenyl ethanol,propan-2-one,pentan-2-ol,1-octen-3-ol,benzaldehyde,S-(methyl thio) butyrate,alpha-pinene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,20,10,50,1/2,wrong,1-octen-3-ol,heptanal,gamma-valerolactone,acetic acid,butanoic acid,methyl salicylate,S-(methyl thio) butyrate,geraniol,p-cresol,nonan-2-ol,anisole,furfuryl mercaptan,chlorothymol,ethyl formate,caryophyllene,skatole,nonyl acetate,propane-1-thiol,methyl butanoate,2-oxopropanoic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,20,10,50,not diluted,wrong,1-octen-3-ol,heptanal,gamma-valerolactone,acetic acid,butanoic acid,methyl salicylate,S-(methyl thio) butyrate,geraniol,p-cresol,nonan-2-ol,anisole,furfuryl mercaptan,chlorothymol,ethyl formate,caryophyllene,skatole,nonyl acetate,propane-1-thiol,methyl butanoate,2-oxopropanoic acid,,,,,,,,,,,wrong,right,right,right,right,wrong,wrong,right,right,right,right,right,wrong,right,right,right,wrong,right,right,right,right,right,right,right,wrong,right
213,20,10,50,1/4,right,1-octen-3-ol,heptanal,gamma-valerolactone,acetic acid,butanoic acid,methyl salicylate,S-(methyl thio) butyrate,geraniol,p-cresol,nonan-2-ol,ortho-tolualdehyde,p-cresyl acetate,thymol,iso-valeric acid,4-methoxybenzaldehyde,isoamyl acetate,1-hexanol,ethyl 2-hydroxypropanoate,linalool,acetoin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,20,10,50,1/4,wrong,linalool,"(3S)-3,7-dimethyloct-6-en-1-ol",strawberry aldehyde,eucalyptol,ortho-acetyl pyridine,iso-bornyl acetate,muguet carbinol,thiolane,p-cresyl-iso-butyrate,undecanal,ethyl hexanoate,p-cresyl acetate,decan-2-one,dimethyl trisulfide,nonan-2-ol,bis(methylsulfanyl)methane,thymol,iso-pentyl phenyl acetate,heptan-2-one,guaiacol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,20,10,50,not diluted,wrong,linalool,"(3S)-3,7-dimethyloct-6-en-1-ol",strawberry aldehyde,eucalyptol,ortho-acetyl pyridine,iso-bornyl acetate,muguet carbinol,thiolane,p-cresyl-iso-butyrate,undecanal,ethyl hexanoate,p-cresyl acetate,decan-2-one,dimethyl trisulfide,nonan-2-ol,bis(methylsulfanyl)methane,thymol,iso-pentyl phenyl acetate,heptan-2-one,guaiacol,,,,,,,,,,,right,right,wrong,right,right,wrong,right,wrong,wrong,right,wrong,wrong,wrong,wrong,wrong,right,wrong,right,wrong,right,wrong,wrong,right,right,right,right
223,20,10,50,1/2,right,linalool,"(3S)-3,7-dimethyloct-6-en-1-ol",strawberry aldehyde,eucalyptol,ortho-acetyl pyridine,iso-bornyl acetate,muguet carbinol,thiolane,p-cresyl-iso-butyrate,undecanal,limonene,nonyl acetate,"2,4-trans-trans-decadienal",methyl propanoate,ortho-tolualdehyde,4-methoxybenzaldehyde,ethyl butyrate,butyl acetate,2-phenylethyl acetate,propyl sulfide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,20,10,50,not diluted,wrong,iso-valeraldehyde,ethyl pentanoate,4-methoxybenzaldehyde,propane-1-thiol,propan-2-one,"2,4-trans-trans-decadienal",ortho-acetyl pyridine,p-cresyl acetate,4-methyl anisole,melonal,methyl propanoate,diphenyl oxide,thiophene,acetaldehyde,p-cresyl-iso-butyrate,butyl acetate,phenyl ethanol,isoamyl acetate,furfuryl mercaptan,2-ethyl pyrazine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,20,10,50,1/2,wrong,iso-valeraldehyde,ethyl pentanoate,4-methoxybenzaldehyde,propane-1-thiol,propan-2-one,"2,4-trans-trans-decadienal",ortho-acetyl pyridine,p-cresyl acetate,4-methyl anisole,melonal,methyl propanoate,diphenyl oxide,thiophene,acetaldehyde,p-cresyl-iso-butyrate,butyl acetate,phenyl ethanol,isoamyl acetate,furfuryl mercaptan,2-ethyl pyrazine,,,,,,,,,,,right,right,right,wrong,right,wrong,wrong,wrong,wrong,wrong,right,right,wrong,right,right,right,wrong,right,wrong,wrong,right,right,wrong,right,right,right
229,20,10,50,1/4,right,iso-valeraldehyde,ethyl pentanoate,4-methoxybenzaldehyde,propane-1-thiol,propan-2-one,"2,4-trans-trans-decadienal",ortho-acetyl pyridine,p-cresyl acetate,4-methyl anisole,melonal,thiolane,butanal,musk galaxolide,ethyl 2-hydroxypropanoate,methyl benzoate,para-methyl quinoline,muguet carbinol,gamma-valerolactone,pentyl valerate,4-ethyl guaiacol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,20,10,50,1/2,wrong,"(3S)-3,7-dimethyloct-6-en-1-ol",3-hexanol,skatole,methyl anthranilate,linalool,methylsulfanylmethane,1-hexanol,iso-pentyl phenyl acetate,indole, 1-Isopropyl-4-methylbenzene,undecylenic acid,methyl salicylate,2-hydroxypropanoic acid,acetic acid,butanoic acid,hexan-3-one,dimethyl benzyl carbinyl butyrate,ethyl octanoate,nonyl acetate,para-methyl quinoline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,20,10,50,1/4,wrong,"(3S)-3,7-dimethyloct-6-en-1-ol",3-hexanol,skatole,methyl anthranilate,linalool,methylsulfanylmethane,1-hexanol,iso-pentyl phenyl acetate,indole, 1-Isopropyl-4-methylbenzene,undecylenic acid,methyl salicylate,2-hydroxypropanoic acid,acetic acid,butanoic acid,hexan-3-one,dimethyl benzyl carbinyl butyrate,ethyl octanoate,nonyl acetate,para-methyl quinoline,,,,,,,,,,,right,right,right,right,right,right,right,wrong,right,right,wrong,right,wrong,wrong,right,wrong,right,wrong,right,right,right,wrong,right,right,right,right
241,20,10,50,not diluted,right,"(3S)-3,7-dimethyloct-6-en-1-ol",3-hexanol,skatole,methyl anthranilate,linalool,methylsulfanylmethane,1-hexanol,iso-pentyl phenyl acetate,indole, 1-Isopropyl-4-methylbenzene,p-cresol,phenyl acetylene,2-methylpropanoic acid,(methyldisulfanyl) methane,2-methylpropanal,pentyl valerate,laevo-beta-pinene,eucalyptol,decan-2-one,_-terpineol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,20,10,50,not diluted,wrong,1-hexanol,indole,acetoin,4-methyl anisole,gamma-nonalactone,dimethyl benzyl carbinyl butyrate,butane-2-thiol,decan-2-one,ethyl hexanoate,propane-1-thiol,nonan-2-ol,phenyl acetic acid,hexanoic acid,iso-bornyl acetate,pentyl valerate,4-methoxybenzaldehyde,p-cresyl-iso-butyrate,heptan-2-one,ethyl benzoate,cyclohexanol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,20,10,50,1/4,wrong,1-hexanol,indole,acetoin,4-methyl anisole,gamma-nonalactone,dimethyl benzyl carbinyl butyrate,butane-2-thiol,decan-2-one,ethyl hexanoate,propane-1-thiol,nonan-2-ol,phenyl acetic acid,hexanoic acid,iso-bornyl acetate,pentyl valerate,4-methoxybenzaldehyde,p-cresyl-iso-butyrate,heptan-2-one,ethyl benzoate,cyclohexanol,,,,,,,,,,,wrong,right,wrong,wrong,right,wrong,right,right,wrong,right,wrong,wrong,wrong,right,wrong,wrong,wrong,right,right,wrong,right,right,wrong,right,right,wrong
243,20,10,50,1/2,right,1-hexanol,indole,acetoin,4-methyl anisole,gamma-nonalactone,dimethyl benzyl carbinyl butyrate,butane-2-thiol,decan-2-one,ethyl hexanoate,propane-1-thiol,butanal,diphenyl oxide,laevo-beta-pinene,2-hydroxypropanoic acid,phenyl acetylene,pentan-2-ol,"2,4-trans-trans-decadienal",methyl salicylate,phenyl ethanol,amyl butyrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,20,10,50,1/4,wrong,4-pentenoic acid,eucalyptol,butane-2-thiol,p-cresyl-iso-butyrate,2-methylpropanoic acid,methylsulfanylmethane,propan-2-one,gamma-undecalactone,4-methoxybenzaldehyde, 1-Isopropyl-4-methylbenzene,methyl salicylate,propyl sulfide,methyl butanoate,heptan-2-ol,trans-2-hexenal,ethyl hexanoate,ethyl 2-hydroxypropanoate,iso-pentyl phenyl acetate,linalool,geraniol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,20,10,50,1/2,wrong,4-pentenoic acid,eucalyptol,butane-2-thiol,p-cresyl-iso-butyrate,2-methylpropanoic acid,methylsulfanylmethane,propan-2-one,gamma-undecalactone,4-methoxybenzaldehyde, 1-Isopropyl-4-methylbenzene,methyl salicylate,propyl sulfide,methyl butanoate,heptan-2-ol,trans-2-hexenal,ethyl hexanoate,ethyl 2-hydroxypropanoate,iso-pentyl phenyl acetate,linalool,geraniol,,,,,,,,,,,wrong,right,right,right,right,right,right,right,wrong,wrong,right,right,wrong,right,wrong,wrong,wrong,right,wrong,right,right,right,right,wrong,right,right
253,20,10,50,not diluted,right,4-pentenoic acid,eucalyptol,butane-2-thiol,p-cresyl-iso-butyrate,2-methylpropanoic acid,methylsulfanylmethane,propan-2-one,gamma-undecalactone,4-methoxybenzaldehyde, 1-Isopropyl-4-methylbenzene,pentyl valerate,iso-valeraldehyde,gamma-nonalactone,iso-valeric acid,l-menthol,nonan-2-ol,muguet carbinol,dimethyl trisulfide,para-methyl quinoline,furfuryl mercaptan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,20,5,75,not diluted,wrong,trans-2-hexenal,pentyl acetate,strawberry aldehyde,iso-valeric acid,anisole,butanal,4-ethyl guaiacol,thiolane,furfuryl mercaptan,nonyl acetate,bis(methylsulfanyl)methane,thiophene,acetophenone,heptan-2-one,methyl propanoate,hydroxy citronellal,undecanal,iso-phorone,propyl sulfide,1-octen-3-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,20,5,75,1/2,wrong,trans-2-hexenal,pentyl acetate,strawberry aldehyde,iso-valeric acid,anisole,butanal,4-ethyl guaiacol,thiolane,furfuryl mercaptan,nonyl acetate,bis(methylsulfanyl)methane,thiophene,acetophenone,heptan-2-one,methyl propanoate,hydroxy citronellal,undecanal,iso-phorone,propyl sulfide,1-octen-3-ol,,,,,,,,,,,wrong,right,wrong,wrong,right,right,right,wrong,wrong,right,wrong,wrong,wrong,wrong,right,wrong,right,wrong,wrong,wrong,right,right,right,right,right,right
7,20,5,75,1/4,right,trans-2-hexenal,pentyl acetate,strawberry aldehyde,iso-valeric acid,anisole,butanal,4-ethyl guaiacol,thiolane,furfuryl mercaptan,nonyl acetate,bis(methylsulfanyl)methane,thiophene,acetophenone,heptan-2-one,methyl propanoate,gamma-undecalactone,dibutyl amine,diethyl butanedioate,isoamyl acetate,methyl anthranilate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,5,75,1/4,wrong,geraniol,methyl octanoate,cinnamic aldehyde,amyl butyrate,1-octen-3-ol,ortho-tolualdehyde,butane-2-thiol,musk galaxolide,2-methylpropanoic acid,1-hexanol,propane-1-thiol,trimethyl amine,ethyl pentanoate,iso-valeraldehyde,4-ethyl guaiacol,pentan-2-ol,thiophene,methyl benzoate,methyl butanoate,gamma-nonalactone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,5,75,not diluted,wrong,geraniol,methyl octanoate,cinnamic aldehyde,amyl butyrate,1-octen-3-ol,ortho-tolualdehyde,butane-2-thiol,musk galaxolide,2-methylpropanoic acid,1-hexanol,propane-1-thiol,trimethyl amine,ethyl pentanoate,iso-valeraldehyde,4-ethyl guaiacol,pentan-2-ol,thiophene,methyl benzoate,methyl butanoate,gamma-nonalactone,,,,,,,,,,,wrong,right,wrong,wrong,right,right,right,wrong,right,wrong,wrong,right,wrong,wrong,wrong,wrong,right,right,wrong,wrong,right,right,wrong,right,wrong,wrong
17,20,5,75,1/2,right,geraniol,methyl octanoate,cinnamic aldehyde,amyl butyrate,1-octen-3-ol,ortho-tolualdehyde,butane-2-thiol,musk galaxolide,2-methylpropanoic acid,1-hexanol,propane-1-thiol,trimethyl amine,ethyl pentanoate,iso-valeraldehyde,4-ethyl guaiacol,butanoic acid,butyl acetate,undecanal,ethyl hexanoate,2-phenyl propionaldehyde dimethyl acetal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,20,5,75,not diluted,wrong,phenyl acetylene,_-terpineol,muguet carbinol,4-methyl anisole,gamma-undecalactone,ethyl octanoate,iso-valeraldehyde,thymol,pentyl acetate,p-cresyl-iso-butyrate,methyl benzoate,3-hexanol,diethyl butanedioate,pentan-2-ol,amyl butyrate,diphenyl oxide,limonene,propan-2-ol,octanal,propane-1-thiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,20,5,75,1/2,wrong,phenyl acetylene,_-terpineol,muguet carbinol,4-methyl anisole,gamma-undecalactone,ethyl octanoate,iso-valeraldehyde,thymol,pentyl acetate,p-cresyl-iso-butyrate,methyl benzoate,3-hexanol,diethyl butanedioate,pentan-2-ol,amyl butyrate,diphenyl oxide,limonene,propan-2-ol,octanal,propane-1-thiol,,,,,,,,,,,wrong,wrong,right,wrong,wrong,wrong,wrong,right,wrong,right,right,right,wrong,wrong,right,wrong,wrong,wrong,wrong,wrong,wrong,wrong,wrong,wrong,wrong,right
25,20,5,75,1/4,right,phenyl acetylene,_-terpineol,muguet carbinol,4-methyl anisole,gamma-undecalactone,ethyl octanoate,iso-valeraldehyde,thymol,pentyl acetate,p-cresyl-iso-butyrate,methyl benzoate,3-hexanol,diethyl butanedioate,pentan-2-ol,amyl butyrate,p-cresol,para-methyl quinoline,2-methylpropanal,heptan-2-one,methyl octanoate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,20,5,75,not diluted,wrong,2-oxopropanoic acid,ethyl pentanoate,toluene,butyl sulfide,pent-1-en-3-ol,eugenol,muguet carbinol,decanoic acid,hydroxy citronellal,ethyl propionate,nonyl acetate,phenyl ethanol,benzaldehyde,butanoic acid,caryophyllene,1-hexanol,furfuryl mercaptan,trimethyl amine,methylsulfanylmethane,undecanal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,20,5,75,1/2,wrong,2-oxopropanoic acid,ethyl pentanoate,toluene,butyl sulfide,pent-1-en-3-ol,eugenol,muguet carbinol,decanoic acid,hydroxy citronellal,ethyl propionate,nonyl acetate,phenyl ethanol,benzaldehyde,butanoic acid,caryophyllene,1-hexanol,furfuryl mercaptan,trimethyl amine,methylsulfanylmethane,undecanal,,,,,,,,,,,wrong,wrong,right,wrong,right,right,right,wrong,wrong,right,wrong,wrong,right,wrong,right,wrong,wrong,wrong,right,right,right,right,wrong,wrong,right,right
35,20,5,75,1/4,right,2-oxopropanoic acid,ethyl pentanoate,toluene,butyl sulfide,pent-1-en-3-ol,eugenol,muguet carbinol,decanoic acid,hydroxy citronellal,ethyl propionate,nonyl acetate,phenyl ethanol,benzaldehyde,butanoic acid,caryophyllene,dimethyl benzyl carbinyl butyrate,amyl butyrate,diethyl butanedioate,hexan-3-one,4-ethyl guaiacol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,20,5,75,not diluted,wrong,pent-1-en-3-ol,strawberry aldehyde,acetic acid,ethyl 2-hydroxypropanoate,gamma-valerolactone,diphenyl oxide,isoamyl acetate,furfuryl mercaptan,celeriax,methyl benzoate,cuminic aldehyde,S-(methyl thio) butyrate,geraniol,indole,acetoin,hexan-3-one,2-methylpropanoic acid,p-cresyl-iso-butyrate,ethyl benzoate,ethyl pentanoate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,20,5,75,1/4,wrong,pent-1-en-3-ol,strawberry aldehyde,acetic acid,ethyl 2-hydroxypropanoate,gamma-valerolactone,diphenyl oxide,isoamyl acetate,furfuryl mercaptan,celeriax,methyl benzoate,cuminic aldehyde,S-(methyl thio) butyrate,geraniol,indole,acetoin,hexan-3-one,2-methylpropanoic acid,p-cresyl-iso-butyrate,ethyl benzoate,ethyl pentanoate,,,,,,,,,,,wrong,wrong,wrong,wrong,wrong,right,wrong,wrong,right,wrong,right,right,wrong,wrong,wrong,wrong,wrong,wrong,wrong,wrong,right,right,right,right,right,wrong
40,20,5,75,1/2,right,pent-1-en-3-ol,strawberry aldehyde,acetic acid,ethyl 2-hydroxypropanoate,gamma-valerolactone,diphenyl oxide,isoamyl acetate,furfuryl mercaptan,celeriax,methyl benzoate,cuminic aldehyde,S-(methyl thio) butyrate,geraniol,indole,acetoin,toluene,4-ethyl guaiacol,ethyl decanoate,benzaldehyde,decanoic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,20,5,75,not diluted,wrong,"2-methyl-5-propan-2-ylcyclohexa-1,3-diene","(3S)-3,7-dimethyloct-6-en-1-ol",acetaldehyde,propan-2-one,undecanal,heptan-2-one,ortho-tolualdehyde,pent-1-en-3-ol,hexyl hexanoate,celeriax,cyclohexanol,propan-2-ol,4-methyl anisole,phenyl ethanol,anisole,(methyldisulfanyl) methane,musk galaxolide,amyl butyrate,ethyl 2-hydroxypropanoate,laevo-beta-pinene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,20,5,75,1/4,wrong,"2-methyl-5-propan-2-ylcyclohexa-1,3-diene","(3S)-3,7-dimethyloct-6-en-1-ol",acetaldehyde,propan-2-one,undecanal,heptan-2-one,ortho-tolualdehyde,pent-1-en-3-ol,hexyl hexanoate,celeriax,cyclohexanol,propan-2-ol,4-methyl anisole,phenyl ethanol,anisole,(methyldisulfanyl) methane,musk galaxolide,amyl butyrate,ethyl 2-hydroxypropanoate,laevo-beta-pinene,,,,,,,,,,,right,right,wrong,wrong,wrong,wrong,wrong,right,wrong,wrong,right,wrong,wrong,wrong,wrong,right,right,wrong,wrong,wrong,wrong,wrong,wrong,right,wrong,wrong
56,20,5,75,1/2,right,"2-methyl-5-propan-2-ylcyclohexa-1,3-diene","(3S)-3,7-dimethyloct-6-en-1-ol",acetaldehyde,propan-2-one,undecanal,heptan-2-one,ortho-tolualdehyde,pent-1-en-3-ol,hexyl hexanoate,celeriax,cyclohexanol,propan-2-ol,4-methyl anisole,phenyl ethanol,anisole,propyl sulfide,l-menthol,acetoin,undecylenic acid,decanoic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,20,5,75,1/2,wrong,undecylenic acid,2-oxopropanoic acid,2-methylpropanoic acid,2-phenylethyl acetate,propan-2-ol,4-ethyl guaiacol,caryophyllene,acetic acid,_-terpineol,phenyl acetylene,(methyldisulfanyl) methane,furfuryl mercaptan,strawberry aldehyde,propan-2-one,dibutyl amine,p-cresyl acetate,ethyl propionate,chlorothymol,pentanoic acid,trimethyl amine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,20,5,75,not diluted,wrong,undecylenic acid,2-oxopropanoic acid,2-methylpropanoic acid,2-phenylethyl acetate,propan-2-ol,4-ethyl guaiacol,caryophyllene,acetic acid,_-terpineol,phenyl acetylene,(methyldisulfanyl) methane,furfuryl mercaptan,strawberry aldehyde,propan-2-one,dibutyl amine,p-cresyl acetate,ethyl propionate,chlorothymol,pentanoic acid,trimethyl amine,,,,,,,,,,,wrong,wrong,wrong,right,right,wrong,wrong,right,wrong,right,wrong,wrong,wrong,wrong,wrong,wrong,wrong,wrong,wrong,wrong,wrong,right,right,right,right,right
81,20,5,75,1/4,right,undecylenic acid,2-oxopropanoic acid,2-methylpropanoic acid,2-phenylethyl acetate,propan-2-ol,4-ethyl guaiacol,caryophyllene,acetic acid,_-terpineol,phenyl acetylene,(methyldisulfanyl) methane,furfuryl mercaptan,strawberry aldehyde,propan-2-one,dibutyl amine,pentan-2-ol,ethyl butyrate,gamma-valerolactone,gamma-nonalactone,decan-2-one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,20,5,75,1/2,wrong,dimethyl trisulfide,decanoic acid,propan-2-ol,octanal,1-octen-3-ol,strawberry aldehyde,"2-methyl-5-propan-2-ylcyclohexa-1,3-diene",4-Methyl-3-penten-2-one,nonan-2-ol,pentan-2-ol,methyl octanoate,butyl acetate,gamma-undecalactone, 1-Isopropyl-4-methylbenzene,ethyl pentanoate,2-hydroxypropanoic acid,nonyl acetate,2-methylpropanoic acid,ethyl hexanoate,_-terpineol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,20,5,75,1/4,wrong,dimethyl trisulfide,decanoic acid,propan-2-ol,octanal,1-octen-3-ol,strawberry aldehyde,"2-methyl-5-propan-2-ylcyclohexa-1,3-diene",4-Methyl-3-penten-2-one,nonan-2-ol,pentan-2-ol,methyl octanoate,butyl acetate,gamma-undecalactone, 1-Isopropyl-4-methylbenzene,ethyl pentanoate,2-hydroxypropanoic acid,nonyl acetate,2-methylpropanoic acid,ethyl hexanoate,_-terpineol,,,,,,,,,,,right,right,right,right,right,wrong,wrong,right,right,right,wrong,right,wrong,right,right,right,wrong,right,wrong,wrong,right,wrong,wrong,right,right,right
107,20,5,75,not diluted,right,dimethyl trisulfide,decanoic acid,propan-2-ol,octanal,1-octen-3-ol,strawberry aldehyde,"2-methyl-5-propan-2-ylcyclohexa-1,3-diene",4-Methyl-3-penten-2-one,nonan-2-ol,pentan-2-ol,methyl octanoate,butyl acetate,gamma-undecalactone, 1-Isopropyl-4-methylbenzene,ethyl pentanoate,methyl propanoate,heptanal,iso-valeric acid,acetaldehyde,limonene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,20,5,75,1/4,wrong,trimethyl amine,2-methylpropanoic acid,muguet carbinol,1-octen-3-ol,l-menthol, 1-Isopropyl-4-methylbenzene,gamma-undecalactone,undecanal,methyl octanoate,4-pentenoic acid,musk galaxolide,ethyl octanoate,"2,3-dimethyl pyrazine",hexanal,ethyl 2-hydroxypropanoate,ethyl benzoate,p-cresyl acetate,3-hexanol,propan-1-ol,acetaldehyde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,20,5,75,not diluted,wrong,trimethyl amine,2-methylpropanoic acid,muguet carbinol,1-octen-3-ol,l-menthol, 1-Isopropyl-4-methylbenzene,gamma-undecalactone,undecanal,methyl octanoate,4-pentenoic acid,musk galaxolide,ethyl octanoate,"2,3-dimethyl pyrazine",hexanal,ethyl 2-hydroxypropanoate,ethyl benzoate,p-cresyl acetate,3-hexanol,propan-1-ol,acetaldehyde,,,,,,,,,,,right,wrong,wrong,right,right,right,wrong,right,wrong,wrong,wrong,right,right,right,wrong,right,right,right,right,wrong,right,right,wrong,right,right,wrong
143,20,5,75,1/2,right,trimethyl amine,2-methylpropanoic acid,muguet carbinol,1-octen-3-ol,l-menthol, 1-Isopropyl-4-methylbenzene,gamma-undecalactone,undecanal,methyl octanoate,4-pentenoic acid,musk galaxolide,ethyl octanoate,"2,3-dimethyl pyrazine",hexanal,ethyl 2-hydroxypropanoate,indole,heptanal,bis(methylsulfanyl)methane,gamma-valerolactone,toluene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,20,5,75,1/2,wrong,nonyl acetate,"2-methyl-5-propan-2-ylcyclohexa-1,3-diene",butane-2-thiol,phenyl acetylene,ortho-acetyl pyridine,dimethyl trisulfide,isoamyl acetate,benzaldehyde,bis(methylsulfanyl)methane,amyl butyrate,ethyl decanoate,ethyl 2-hydroxypropanoate,1-octen-3-ol,laevo-beta-pinene,cinnamic aldehyde,eugenol,gamma-nonalactone,2-phenyl propionaldehyde dimethyl acetal,ethyl octanoate,eucalyptol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,20,5,75,not diluted,wrong,nonyl acetate,"2-methyl-5-propan-2-ylcyclohexa-1,3-diene",butane-2-thiol,phenyl acetylene,ortho-acetyl pyridine,dimethyl trisulfide,isoamyl acetate,benzaldehyde,bis(methylsulfanyl)methane,amyl butyrate,ethyl decanoate,ethyl 2-hydroxypropanoate,1-octen-3-ol,laevo-beta-pinene,cinnamic aldehyde,eugenol,gamma-nonalactone,2-phenyl propionaldehyde dimethyl acetal,ethyl octanoate,eucalyptol,,,,,,,,,,,wrong,wrong,wrong,wrong,wrong,wrong,wrong,right,wrong,wrong,right,wrong,wrong,right,right,wrong,wrong,right,wrong,wrong,right,wrong,wrong,right,wrong,wrong
